ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;19175.080078125;-106.64591217041016;17753.955078125;-6.910386562347412;54.5;9.080920219421387;0;3.2998046875;27601961;m2;1108757
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19300.59375;-131.3571319580078;18080.986328125;-1.206878900527954;213.00006103515625;2.270632743835449;0;1.75;27602223;m2;1342908
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;19172.875;-56.58401870727539;17772.955078125;-3.0253331661224365;31.50006103515625;6.592916488647461;0;2.58984375;27601985;m2;1108757
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19151.73828125;-118.83305358886719;18117.4921875;2.534822940826416;14.5;0.27312904596328735;0;1.509765625;27602157;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19733.751953125;-124.0875473022461;18109.09375;-1.1503260135650635;7.5;3.0701370239257812;0;1.5595703125;27602429;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19266.248046875;-123.54762268066406;18109.09375;-1.1503267288208008;352.5;3.070136070251465;0;1.5595703125;27602173;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19197.94140625;-114.67635345458984;18117.53515625;0;291.4999694824219;0;0;1.359375;27602200;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19802.056640625;-119.11033630371094;18117.53515625;0;68.50003051757812;0;0;1.359375;27602481;m2;1342908
..\..\world\expansion06\doodads\7xp_kelpbush_c01.obj;19542.33203125;-145.9950714111328;18057.451171875;0;270;0;0;0.939453125;27601824;m2;1342503
..\..\world\expansion06\doodads\7xp_kelpbush_c01.obj;19374.92578125;-130.86822509765625;17981.140625;-5.907025337219238;189.00003051757812;-12.130036354064941;0;0.7998046875;27602311;m2;1342503
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19440.673828125;-134.38345336914062;18016.455078125;0;300.07598876953125;0;0;5.4609375;27602916;m2;1334386
..\..\world\critter\birds\bird01.obj;19541.7265625;50.0107307434082;17669.869140625;-12.373998641967773;263.1407470703125;1.7179573774337769;0;1.759765625;27338435;m2;190719
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;19688.716796875;-103.46869659423828;18173.865234375;3.5064444541931152;314.64697265625;-3.694772958755493;0;4.5498046875;27602901;m2;1342896
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;19509.572265625;-100.2983169555664;18038.080078125;2.7380549907684326;207.4999237060547;1.659232258796692;0;1.26953125;27607977;m2;1342907
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;19560.76171875;-112.30657196044922;18009.56640625;2.4137015342712402;286.4999694824219;-2.1348414421081543;0;1.3193359375;27608025;m2;1342907
..\..\world\expansion06\doodads\7xp_kelpbush_c02.obj;19556.48828125;-133.0469512939453;18072.810546875;1.3282310962677002;14.50006103515625;1.2189103364944458;0;1;27601813;m2;1342504
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;19602.48828125;-98.36212921142578;17950.5546875;2.413701057434082;257;-2.1348400115966797;0;1.3095703125;27608118;m2;1342907
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;19750.4765625;-120.44696807861328;18019.392578125;0;49.5;0;0;4.7099609375;27602325;m2;1334379
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;19346.447265625;-113.60772705078125;18114.904296875;3.50644588470459;59.353057861328125;-3.694777250289917;0;4.5498046875;27602184;m2;1342896
..\..\world\expansion06\doodads\7xp_kelpbush_c02.obj;19751.67578125;-114.88359832763672;18015.439453125;0;132.99996948242188;0;0;1;27601816;m2;1342504
..\..\world\expansion06\doodads\7xp_kelpbush_c02.obj;19469.947265625;-107.55573272705078;18163.6484375;0;224;0;0;1;27602436;m2;1342504
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;19587.845703125;-104.16290283203125;17974.087890625;2.7380549907684326;176.99993896484375;1.6592320203781128;0;1.26953125;27608097;m2;1342907
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19257.525390625;-122.08394622802734;17951.0546875;0;241.37100219726562;0;0;4.33203125;27601409;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19524.19140625;-104.86978912353516;18013.5546875;0;241.37100219726562;0;0;4.33203125;27602880;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19696.091796875;-103.47144317626953;17974.064453125;0;198.85098266601562;0;0;4.3251953125;27602358;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19661.86328125;-130.7404327392578;18040.09375;0;180.8509521484375;0;0;4.3251953125;27602787;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;19704.38671875;-123.24314880371094;18082.984375;0;111.35101318359375;0;0;4.3251953125;27602802;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;19299.453125;-119.688720703125;18072.064453125;0;50;0;0;4.3095703125;27602243;m2;1334386
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19758.40625;-136.2333526611328;18154.443359375;-1.1503286361694336;123;3.0701353549957275;0;0.849609375;27602816;m2;1342908
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;19660.74609375;-126.91191864013672;18077.986328125;0;166;0;0;4.169921875;27602681;m2;1334387
..\..\world\expansion06\doodads\7xp_kelpbush_b01.obj;19282.974609375;-118.01846313476562;18114.68359375;0;270;0;0;1.3095703125;27601506;m2;1342502
..\..\world\expansion06\doodads\7xp_kelpbush_c02.obj;19203.67578125;-111.85101318359375;17833.576171875;0;270;0;0;0.83984375;27601255;m2;1342504
