ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18292.306640625;234.11534118652344;16650.46484375;9.665040969848633;161;-5.0845160484313965;0;5.599609375;27242918;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18628.986328125;6.615224361419678;17010.55078125;-2.796205520629883;109;-4.453145980834961;0;5.599609375;27259710;m2;1108217
..\..\world\expansion05\doodads\dungeon\doodads\6du_highmaulraid_statue01.obj;18597.580078125;151.40972900390625;16882.443359375;0;13.5;0;0;5.3095703125;27258927;m2;981534
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18295.142578125;82.54131317138672;16834.634765625;-12.964427947998047;50.999969482421875;-16.555843353271484;0;3.8896484375;27252647;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18637.91015625;99.6309585571289;16942.76953125;2.888792037963867;87.00003051757812;-8.56243896484375;0;4.0595703125;27259442;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18442.380859375;12.811951637268066;17010.19921875;5.064784526824951;151;-15.140766143798828;0;3.8896484375;27261035;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;18483.37890625;321.9352111816406;16652.7734375;-5.983967304229736;37.49981689453125;7.606142520904541;0;2.029296875;27372352;m2;1108757
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;18466.99609375;341.07012939453125;16466.546875;0;45.5;0;0;1;27545707;m2;588346
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;18601.564453125;282.5401916503906;16597.5703125;2.7509045600891113;323.49993896484375;1.4770461320877075;0;2.5595703125;25469638;m2;1124169
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c03.obj;18655.552734375;227.368896484375;16536.32421875;0.1931498646736145;42.061798095703125;0.8287697434425354;0;2.943359375;25490147;m2;1126613
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18480.822265625;-53.20830535888672;17054.24609375;-4.498695373535156;7.0001220703125;-17.57625389099121;0;2.7294921875;27241234;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;18522.193359375;342.8765869140625;16598.876953125;-6.876482963562012;254.9998321533203;8.911285400390625;0;1.44921875;27372432;m2;1108757
..\..\world\expansion06\doodads\araknashal\7an_rockstack_c01.obj;18213.763671875;130.22607421875;16722.7890625;2.0802931785583496;188.50006103515625;19.144655227661133;0;1.9296875;27248826;m2;1089880
..\..\world\expansion06\doodads\araknashal\7an_rockstack_c01.obj;18543.876953125;-16.89544677734375;17086.236328125;2.080300807952881;81.5;-19.1446475982666;0;1.9296875;27259758;m2;1089880
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_a01.obj;18607.673828125;196.7915802001953;16745.51953125;8.413686752319336;289.49993896484375;-1.2670058012008667;0;3.1396484375;27251306;m2;1108227
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;18297.009765625;153.73443603515625;16776.55078125;-10.722764015197754;10;2.753993034362793;0;1.4697265625;27259082;m2;1108757
