ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\fx\7fx_environment_fogmedium.obj;19276.298828125;319.1289367675781;16096.3291015625;6.561214923858643;20;-0.1046229675412178;0;4.6591796875;27542255;m2;1141737
..\..\world\expansion06\doodads\fx\7fx_environment_fogdense_shaded.obj;19372.41015625;307.2566223144531;16141.7080078125;22.271728515625;0;-6.566789627075195;0;4.2392578125;27541930;m2;1537275
..\..\world\expansion06\doodads\fx\7fx_environment_fogdense_shaded.obj;19265.17578125;332.4205017089844;16132.5634765625;30.8919620513916;0;-13.34482192993164;0;4.2392578125;27541841;m2;1537275
..\..\world\expansion07\doodads\7xp_waterfall_top_2903219.obj;19219.38671875;491.2452697753906;16044.259765625;0;14;0;0;3.5390625;27230552;m2;2903219
..\..\world\expansion06\doodads\fx\7fx_environment_fogdense_shaded.obj;19194.201171875;395.9023742675781;16110.4892578125;37.01491165161133;0;-23.09212303161621;0;3.029296875;27541913;m2;1537275
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19402.216796875;341.5562438964844;16254.7705078125;0;95.5;0;0;1.3193359375;27962548;m2;588346
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;19783.859375;15.578595161437988;16189.990234375;-0.6996392011642456;196.99993896484375;-9.43392276763916;0;3.94921875;27296030;m2;1108217
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19259.212890625;229.48974609375;16374.8896484375;0;72.5;0;0;1;27962557;m2;588346
..\..\world\expansion07\doodads\7xp_waterfall_top_2903219.obj;19264.046875;224.6118927001953;16339.478515625;0;3.5;0;0;2.51953125;27230555;m2;2903219
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19249.076171875;137.85218811035156;16584.345703125;0;189;0;0;1;27962556;m2;588346
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19464.578125;208.18701171875;16317.6884765625;-6.932129859924316;37.49993896484375;-3.578166961669922;0;2.5791015625;27294400;m2;1124169
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19421.939453125;174.1592559814453;16503.59765625;15.52872085571289;341.5;4.216122150421143;0;2.44921875;27701072;m2;1124169
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19522.322265625;148.51513671875;16533.3671875;-16.8113956451416;325.49993896484375;-10.80432415008545;0;2.369140625;25434518;m2;1124169
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19248.28515625;139.71266174316406;16562.283203125;0;181.5;0;0;1;27555832;m2;588346
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c03.obj;19724.5703125;152.65640258789062;16428.37109375;3.3588197231292725;72.5618896484375;10.272064208984375;0;2.5537109375;27701145;m2;1126613
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19563.99609375;191.67578125;16315.9384765625;-7.6046061515808105;325.49993896484375;2.404949188232422;0;2.08984375;27294392;m2;1124169
..\..\world\expansion06\doodads\fx\7fx_environment_fogdense_shaded.obj;19270.396484375;89.10298919677734;16416.96484375;-2.494689702987671;0;-0.16286234557628632;0;1.8994140625;27542251;m2;1537275
