ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;19175.080078125;-106.64591217041016;17753.955078125;-6.910386562347412;54.5;9.080920219421387;0;3.2998046875;27601961;m2;1108757
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19033.92578125;-140.2135772705078;18018.486328125;-1.206878662109375;213.00006103515625;2.270632266998291;0;1.83984375;27601442;m2;1342908
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;18881.30859375;-119.189697265625;17672.3671875;-12.092171669006348;26;10.892975807189941;0;2.58984375;27602096;m2;1108757
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;19172.875;-56.58401870727539;17772.955078125;-3.0253331661224365;31.50006103515625;6.592916488647461;0;2.58984375;27601985;m2;1108757
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18841.439453125;-132.7926788330078;18099.751953125;-8.869733810424805;61;-5.110097885131836;0;4.669921875;27601380;m2;1108217
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19038.8828125;-138.59988403320312;18034.314453125;-1.206878423690796;165.5;2.270632028579712;0;1.83984375;27602203;m2;1342908
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18935.234375;-174.3030548095703;18002.1640625;17.398893356323242;118.99993896484375;-12.575509071350098;0;4.2197265625;27601852;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18660.521484375;-141.9385986328125;17991.90234375;8.243431091308594;186.99993896484375;4.698311805725098;0;4.3193359375;27601865;m2;1108217
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19082.361328125;-134.0557861328125;18103.40625;-1.2068781852722168;80.00003051757812;2.270632266998291;0;1.76953125;27602169;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18593.705078125;-134.4739532470703;17705.185546875;2.408142566680908;95.99993896484375;-0.3338628113269806;0;1.76953125;27601266;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18813.376953125;-135.1101837158203;17891.091796875;2.408141851425171;95.99993896484375;-0.3338625729084015;0;1.76953125;27601467;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19151.73828125;-118.83305358886719;18117.4921875;2.534822940826416;14.5;0.27312904596328735;0;1.509765625;27602157;m2;1342908
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18941.994140625;-119.90440368652344;17678.93359375;7.223633766174316;256.5000305175781;-5.64793062210083;0;3.689453125;27602087;m2;1108217
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19266.248046875;-123.54762268066406;18109.09375;-1.1503267288208008;352.5;3.070136070251465;0;1.5595703125;27602173;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18672.1875;-138.02853393554688;17880.60546875;-1.1503267288208008;354.5;3.070136547088623;0;1.5595703125;27601464;m2;1342908
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18783.953125;-154.05711364746094;17927.349609375;9.093931198120117;215.99996948242188;6.508458137512207;0;3.4892578125;27602090;m2;1108217
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;19197.94140625;-114.67635345458984;18117.53515625;0;291.4999694824219;0;0;1.359375;27602200;m2;1342908
