ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18660.521484375;-141.9385986328125;17991.90234375;8.243431091308594;186.99993896484375;4.698311805725098;0;4.3193359375;27601865;m2;1108217
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18593.705078125;-134.4739532470703;17705.185546875;2.408142566680908;95.99993896484375;-0.3338628113269806;0;1.76953125;27601266;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18672.1875;-138.02853393554688;17880.60546875;-1.1503267288208008;354.5;3.070136547088623;0;1.5595703125;27601464;m2;1342908
..\..\world\expansion06\doodads\7xp_kelpbush_c01.obj;18488.19140625;-143.546875;17727.236328125;-10.911980628967285;48;9.533219337463379;0;0.8291015625;27601295;m2;1342503
..\..\world\expansion06\doodads\7xp_kelpbush_c01.obj;18707.861328125;-145.76040649414062;17913.142578125;-6.049861431121826;47.999969482421875;12.291781425476074;0;0.8291015625;27601501;m2;1342503
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18251.73828125;-111.11781311035156;17550.826171875;2.534823417663574;333.49993896484375;0.2731289267539978;0;1.0693359375;27604438;m2;1342908
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;18261.306640625;-129.9225616455078;17776.373046875;0;283.3709716796875;0;0;5.08203125;27604573;m2;1334379
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;18280.111328125;-126.25404357910156;17750.546875;0;178.3709716796875;0;0;5.0224609375;27604532;m2;1334379
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18175.580078125;-111.3282699584961;17738.416015625;-1.2068787813186646;100;2.2706315517425537;0;1.1591796875;27604487;m2;1342908
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;18220.44140625;-102.70928192138672;17666.955078125;2.4137048721313477;121.49996948242188;-2.1348459720611572;0;1.3095703125;27604533;m2;1342907
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;18322.48828125;-103.0903091430664;17859.375;2.534822463989258;174.5;0.2731289863586426;0;1.2294921875;27604505;m2;1342908
