ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19690.533203125;156.11407470703125;16787.39453125;0;76;0;0;1;27962551;m2;588346
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loopnodip.obj;19528.583984375;124.27391052246094;16930.595703125;0;34;0;0;1;27372427;m2;588350
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19249.076171875;137.85218811035156;16584.345703125;0;189;0;0;1;27962556;m2;588346
..\..\world\expansion06\doodads\araknashal\7an_waterfall18.obj;19403.28515625;94.63607025146484;17067.720703125;0;270;0;0;1;27228826;m2;1445260
..\..\world\expansion07\doodads\riverzone\8riv_brambleslarge_b01.obj;19671.078125;86.12123107910156;16941.4765625;-34.43516540527344;207.1917724609375;10.028697967529297;0;8.51953125;25407140;m2;3490410
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19421.939453125;174.1592559814453;16503.59765625;15.52872085571289;341.5;4.216122150421143;0;2.44921875;27701072;m2;1124169
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19522.322265625;148.51513671875;16533.3671875;-16.8113956451416;325.49993896484375;-10.80432415008545;0;2.369140625;25434518;m2;1124169
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19248.28515625;139.71266174316406;16562.283203125;0;181.5;0;0;1;27555832;m2;588346
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19446.01953125;152.6510467529297;16891.361328125;0;0;0;0;1;27372394;m2;588346
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;19257.23046875;60.12580108642578;17077.365234375;-9.721839904785156;55;4.211390972137451;0;1.6494140625;27549799;m2;1108757
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;19328.93359375;72.58832550048828;17069.58203125;-0.7337871193885803;149.50006103515625;-1.4708980321884155;0;2.6796875;27229133;m2;1108217
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c03.obj;19666.5390625;151.32986450195312;16541.9140625;4.7857441902160645;239.0618896484375;7.233935356140137;0;2.283203125;25416991;m2;1126613
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19245.1796875;92.6031265258789;16504.337890625;-5.324164390563965;172.49993896484375;1.7757505178451538;0;2.01953125;27555906;m2;1124169
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c01.obj;19501.7578125;174.31988525390625;16511.853515625;10.64090347290039;32.0001220703125;10.549101829528809;0;1.8095703125;25738829;m2;1124169
