ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\araknashal\7an_waterfall18.obj;19403.28515625;94.63607025146484;17067.720703125;0;270;0;0;1;27228826;m2;1445260
..\..\world\expansion07\doodads\fx\8fx_fog_lowmistheavy_c01.obj;19414.51171875;-1.9199731349945068;17172.1640625;0;0;0;0;1;27936967;m2;1777476
..\..\world\expansion07\doodads\fx\8fx_ambient_waterfall_ripple02_misty.obj;19414.3125;-1.0480200052261353;17128.97265625;0;0;0;0;1.4296875;27843853;m2;2904371
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;19257.23046875;60.12580108642578;17077.365234375;-9.721839904785156;55;4.211390972137451;0;1.6494140625;27549799;m2;1108757
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;19328.93359375;72.58832550048828;17069.58203125;-0.7337871193885803;149.50006103515625;-1.4708980321884155;0;2.6796875;27229133;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;19387.01171875;25.70746612548828;17106.6171875;0.07757198065519333;207.50006103515625;-6.053092002868652;0;2.3291015625;27229005;m2;1108217
..\..\world\expansion06\doodads\aszuna\7az_coastrock_b02.obj;19174.7421875;-52.30562210083008;17529.95703125;16.35915756225586;113.81781005859375;28.052776336669922;0;1.7099609375;27608391;m2;1120481
..\..\world\expansion07\doodads\riverzone\8riv_brambleslarge_b01.obj;19623.521484375;83.65247344970703;17160.74609375;-42.96763229370117;233.49993896484375;-73.0027084350586;0;5.69921875;27229171;m2;3490410
..\..\world\expansion06\doodads\araknashal\7an_rockstack_c01.obj;19625.685546875;2.211219072341919;17204.400390625;5.368958950042725;159.0001220703125;2.407167673110962;0;1.259765625;27258864;m2;1089880
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;19411.435546875;29.41737174987793;17103.103515625;0.688231348991394;48;-10.115215301513672;0;1.76953125;27228853;m2;1108217
..\..\world\expansion07\doodads\riverzone\8riv_brambleslarge_c01.obj;19725.548828125;52.798736572265625;17191.439453125;7.560314178466797;345.770263671875;6.633098125457764;0;5.0146484375;27238404;m2;3490412
..\..\world\critter\birds\bird01.obj;19469.154296875;55.68603515625;17591.205078125;0;191.5;0;0;1;27843892;m2;190719
..\..\world\critter\birds\bird01.obj;19376.48828125;37.744930267333984;17480.203125;0;8.5;0;0;1;27843893;m2;190719
..\..\world\critter\birds\bird01.obj;19330.55859375;67.22351837158203;17389.90234375;0;97;0;0;1;27843858;m2;190719
..\..\world\expansion05\doodads\tanaanjungle\doodads\6tj_lightray01.obj;19661.216796875;52.84626007080078;17084.98828125;-20.675975799560547;157;2.9161272048950195;0;0.4892578125;27229128;m2;1018016
..\..\world\critter\birds\bird01.obj;19326.375;35.3907356262207;17410.201171875;0;206.5;0;0;1;27843877;m2;190719
..\..\world\critter\birds\bird01.obj;19603.73046875;44.18264389038086;17532.880859375;-17.897491455078125;302.0215148925781;-4.382730007171631;0;1.0390625;27365477;m2;190719
..\..\world\expansion06\doodads\aszuna\7az_coastrock_b03.obj;19243.525390625;-56.41516876220703;17612.984375;-3.9742062091827393;254.99996948242188;-2.223820209503174;0;2.2099609375;27608403;m2;1120482
