ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;20041.232421875;-74.23928833007812;17049.732421875;-7.465251922607422;30;-6.0638508796691895;0;4.939453125;27612709;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;20072.955078125;-98.915283203125;17593.791015625;-3.0253355503082275;121.50009155273438;6.592905044555664;0;2.4892578125;27612875;m2;1108757
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;20334.31640625;-129.3000030517578;17172.216796875;-1.2068780660629272;284.5000305175781;2.2706375122070312;0;1.58984375;27650539;m2;1342908
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;19860.728515625;-40.40870666503906;17085.583984375;-5.446168899536133;213.50006103515625;-168.98495483398438;0;1.76953125;27258851;m2;1108757
..\..\world\expansion06\doodads\araknashal\7an_rockstack_c01.obj;19835.794921875;-15.080106735229492;17086.234375;5.729938507080078;214.49993896484375;-7.749098300933838;0;1.9599609375;27258856;m2;1089880
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20100.447265625;-85.7282485961914;17526.998046875;0;321.5001525878906;0;0;4.439453125;27650311;m2;1342896
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20123.396484375;-80.1408462524414;17299.251953125;0;37.50018310546875;0;0;4.439453125;27612037;m2;1342896
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;20133.3203125;-67.91896057128906;17624.12109375;-3.0253524780273438;172.00006103515625;6.592931270599365;0;1.369140625;27611871;m2;1108757
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;20274.064453125;-103.54425811767578;17437.240234375;0;288.8509521484375;0;0;4.3251953125;27650734;m2;1334385
..\..\world\expansion06\doodads\7xp_bullkelp_c05.obj;20267.107421875;-113.72715759277344;17160.12109375;0;258.49993896484375;0;0;1.009765625;27650738;m2;1342908
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;20166.099609375;-79.41548919677734;17604.021484375;-3.025334358215332;172.00006103515625;6.592912673950195;0;1.1298828125;27611870;m2;1108757
..\..\world\expansion06\doodads\7xp_kelpbush_b01.obj;20144.12109375;-69.33258819580078;17363.46875;0;320.4998474121094;0;0;0.7998046875;27612067;m2;1342502
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20129.646484375;-86.60953521728516;17529.759765625;0;316.49993896484375;0;0;3.25;27612166;m2;1334386
..\..\world\expansion06\doodads\7xp_bullkelp_c03.obj;20265.779296875;-89.76837921142578;17356.640625;0;119.99993896484375;0;0;0.759765625;27650757;m2;1342906
..\..\world\expansion06\doodads\7xp_bullkelp_c02.obj;20074.208984375;-63.28498840332031;17400.146484375;4.356257438659668;182.49993896484375;19.663429260253906;0;3.2998046875;27612906;m2;1342896
..\..\world\expansion06\doodads\araknashal\7an_rock_05.obj;20088.376953125;-99.8531265258789;17544.916015625;11.246417999267578;151.5;19.411928176879883;0;1.919921875;27612878;m2;1032689
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20144.41015625;-85.12403869628906;17505.21484375;0;90.8709716796875;0;0;3.0419921875;27612097;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20162.16015625;-78.17024993896484;17386.775390625;0;192.5;0;0;3;27612083;m2;1334387
..\..\world\expansion07\doodads\riverzone\8riv_brambleslarge_c01.obj;19725.548828125;52.798736572265625;17191.439453125;7.560314178466797;345.770263671875;6.633098125457764;0;5.0146484375;27238404;m2;3490412
..\..\world\expansion06\doodads\7xp_kelpbush_c02.obj;20133.576171875;-81.13920593261719;17562.98828125;0;0;0;0;0.6396484375;27612077;m2;1342504
..\..\world\critter\birds\bird01.obj;19838.68359375;22.51142120361328;17583.091796875;0;21.5;0;0;1;27843856;m2;190719
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;20236.49609375;-104.62413787841797;17185.5546875;0;49;0;0;0.7998046875;27650723;m2;1342907
..\..\world\expansion07\doodads\riverzone\8riv_brambleslarge_a02.obj;19733.3203125;60.38459014892578;17202.01171875;24.50026512145996;283.5001220703125;-30.734519958496094;0;5.669921875;27239645;m2;3490409
..\..\world\expansion06\doodads\7xp_kelpbush_b01.obj;20272.125;-113.26822662353516;17167.642578125;-2.8681418895721436;168.5;2.9621365070343018;0;0.7294921875;27651361;m2;1342502
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20138.42578125;-67.68035125732422;17434.47265625;0;275.4999694824219;0;0;2.7099609375;27612171;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20133.08203125;-88.97553253173828;17515.39453125;0;338;0;0;2.6396484375;27612162;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20135.986328125;-80.03114318847656;17406.603515625;0;55.076019287109375;0;0;2.630859375;27612131;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpyellow_b01.obj;20120.64453125;-78.17271423339844;17334.404296875;0;183;0;0;2.5791015625;27612128;m2;1334387
..\..\world\expansion06\doodads\7xp_bullkelp_c03.obj;20283.61328125;-114.03365325927734;17046.462890625;0;0;0;0;0.83984375;27650788;m2;1342906
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20101.90234375;-65.5826416015625;17243.32421875;0;91.00006103515625;0;0;2.5390625;27612082;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20161.361328125;-68.0209732055664;17379.28515625;0;268;0;0;2.4794921875;27612139;m2;1334386
..\..\world\generic\passivedoodads\fish\fish_undead_01.obj;20140.626953125;-56.82094955444336;17505.099609375;0;104.91002655029297;0;0;5.5439453125;27611966;m2;341250
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20104.794921875;-74.89139556884766;17230.533203125;0;238.0760498046875;0;0;2.4306640625;27612050;m2;1334386
..\..\world\expansion06\doodads\7xp_kelpred_b01.obj;20039.853515625;-88.87226867675781;17472.4765625;0;289.0000305175781;0;0;2.4091796875;27612897;m2;1334386
