ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;18311.990234375;-41.29045486450195;15513.5859375;-5.2459492683410645;109.0001220703125;1.8392506837844849;0;2.1396484375;27609577;m2;1108757
..\..\world\expansion06\doodads\7xp_bullkelp_c04.obj;18115.02734375;-123.98734283447266;15819.857421875;0;130.77093505859375;0;0;1.060546875;27609559;m2;1342907
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18285.568359375;-35.08680725097656;15824.3359375;-18.7786922454834;335.5;-20.245006561279297;0;1.8193359375;27261634;m2;1108217
..\..\world\expansion06\doodads\7xp_kelp_b01.obj;18150.251953125;-104.89376068115234;15695.3046875;0;79.92193603515625;0;0;3.275390625;27609556;m2;1334379
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_b01.obj;18461.318359375;28.52777862548828;15713.2236328125;0.688808023929596;9.5;-10.077496528625488;0;1.8193359375;27262065;m2;1108217
..\..\world\expansion06\doodads\araknashal\7an_rockstackcluster_c01.obj;18298.037109375;-22.13020896911621;15812.6748046875;2.2159128189086914;19.000030517578125;5.620490550994873;0;0.7890625;27261665;m2;1108757
..\..\world\expansion06\doodads\7xp_kelpblue_b01.obj;18143.69140625;-116.03368377685547;15809.9677734375;0;219.86492919921875;0;0;2.3408203125;27609548;m2;1334380
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;18225.501953125;-78.8084716796875;15833.0791015625;0;88.7327880859375;0;0;2.033203125;27609543;m2;1334385
..\..\world\expansion06\doodads\araknashal\7an_pinetree_b05.obj;18356.2109375;130.27943420410156;15998.6611328125;-2.8518409729003906;41.500030517578125;-9.769960403442383;0;1.099609375;27254343;m2;1117925
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;18182.224609375;-99.25608825683594;15823.4521484375;0;306.64739990234375;0;0;1.787109375;27609526;m2;1334385
..\..\world\expansion03\doodads\vashjir\corals\vj_coralflatpurple_01.obj;18121.916015625;-111.39251708984375;15715.7041015625;-0.7952082753181458;55.17047119140625;3.536639451980591;0;0.7451171875;27609554;m2;332374
..\..\world\expansion06\doodads\aszuna\7az_coastrock_b01.obj;18161.376953125;-102.00251007080078;15706.6484375;-0.663084089756012;90.0001220703125;-4.1077070236206055;0;0.919921875;27609571;m2;1120480
..\..\world\expansion03\doodads\vashjir\corals\vj_coralflat_01.obj;18140.9296875;-107.52681732177734;15708.072265625;6.271195888519287;125.99993896484375;-2.6329119205474854;0;0.7099609375;27609542;m2;332335
..\..\world\expansion03\doodads\vashjir\corals\vj_coralflat_01.obj;18162.333984375;-101.2408218383789;15718.9267578125;0.43733924627304077;323.5;-0.642113983631134;0;0.7099609375;27609540;m2;332335
..\..\world\expansion06\doodads\araknashal\7an_log_b02.obj;18365.533203125;141.89755249023438;16008.15234375;7.467123985290527;141;137.2819061279297;0;1.619140625;27254339;m2;1031426
..\..\world\expansion06\doodads\7xp_bullkelp_b01.obj;18157.90234375;-105.45230865478516;15702.568359375;-3.4861605167388916;73.367919921875;4.8833208084106445;0;3.6884765625;27609558;m2;1342893
..\..\world\expansion06\doodads\7xp_kelpgreen_b01.obj;18192.1796875;-92.84365844726562;15817.3046875;0;187.92568969726562;0;0;1.34765625;27609575;m2;1334385
..\..\world\expansion06\doodads\7xp_kelpblue_b01.obj;18207.220703125;-92.01458740234375;15821.478515625;0;111.864990234375;0;0;1.3310546875;27609570;m2;1334380
