ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID
..\..\world\expansion06\doodads\fx\7fx_environment_fogmedium.obj;19276.298828125;319.1289367675781;16096.3291015625;6.561214923858643;20;-0.1046229675412178;0;4.6591796875;27542255;m2;1141737
..\..\world\expansion06\doodads\fx\7fx_environment_fogdense_shaded.obj;19265.17578125;332.4205017089844;16132.5634765625;30.8919620513916;0;-13.34482192993164;0;4.2392578125;27541841;m2;1537275
..\..\world\expansion06\doodads\fx\7fx_environment_fogdense_shaded.obj;19194.201171875;395.9023742675781;16110.4892578125;37.01491165161133;0;-23.09212303161621;0;3.029296875;27541913;m2;1537275
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;18954.486328125;376.80352783203125;16424.001953125;0;52.5;0;0;1;27545754;m2;588346
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19259.212890625;229.48974609375;16374.8896484375;0;72.5;0;0;1;27962557;m2;588346
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;18955.939453125;262.8624572753906;16328.833984375;0;224.5;0;0;1;27545511;m2;588346
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c03.obj;18905.939453125;179.9804229736328;16206.365234375;-1.773235559463501;124.561767578125;2.049717664718628;0;3.2138671875;25481614;m2;1126613
..\..\world\expansion06\doodads\highmountain\7hm_talltree_c03.obj;18846.796875;200.85060119628906;16182.90234375;-6.351896286010742;143.061767578125;3.5002686977386475;0;3.013671875;27555641;m2;1126613
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;19099.5078125;266.3907775878906;16370.052734375;0;88;0;0;1;27962549;m2;588346
..\..\world\expansion04\doodads\pandaren\birds\pa_sunbirds_loop.obj;18837.927734375;270.7022705078125;16470.171875;0;0;0;0;1;27545520;m2;588346
